x	y
100.17666915812123	201.58533702068425
101.60771510084925	201.66563725569412
102.00757134254053	201.6880743761382
102.19990976486909	194.16864082451076
102.65049689659384	194.11691838907214
103.5021761199836	194.01915500315926
104.11698722319204	201.80643996168115
104.87337188428467	201.84888294986908
105.38049957671114	201.877339389782
105.95839827897504	193.73720777675928
106.20829707774612	193.70852214955073
106.26453984560796	193.70206609982182
106.41998785612907	193.68422238187662
106.57720888633247	201.94449030082677
107.0588744652631	193.6108852422494
107.81754583386743	193.52379813274507
108.26817593774285	193.47207076457727
109.2952721138871	193.35417144628892
109.45995480940337	202.10624973019566
110.3160796074801	193.2369939994308
111.44770755831883	202.21778843633612
112.22553538762797	193.01780952575635
113.56236507325158	192.8643562150894
113.9244413825042	202.35676532184397
114.17945763625298	192.79352079170013
115.96000124942299	202.47098662726108
116.87247780288911	192.48439176448946
117.33960915377446	192.4307702350751
117.73734210821112	192.38511487652343
118.69845987878203	192.27478915184733
118.78157871504465	192.26524802574846
118.81873349416486	202.63139857786936
121.24324237437514	202.76744496677375
121.58299600870424	202.7865095515418
122.26818124480332	202.82495732868244
123.11320468040168	191.7680251168744
125.45633981294912	203.0038543679926
125.66136839921077	191.47552401297335
126.18300691619103	191.4156456617796
127.07769829322125	191.3129449547958
127.54119359892772	191.2597408032841
127.87913259017762	203.1398044612655
131.52112262651605	190.80288882575041
132.7352927274411	203.4122980190366
134.0838676977968	190.50871394333078
134.34203654531558	190.4790790056952
134.45419500838162	190.46620445057283
134.5349721709456	190.45693212279988
134.55454083524245	203.51438142966367
134.82554214548804	190.4235778929728
135.6834841150892	203.57772978765678
135.6914558939523	203.57817710782803
136.7107101981395	203.63537049185385
136.84138410390406	190.19218145883693
137.19752860367558	190.1512999964087
137.94523503771927	203.70464334451628
139.5601331469117	203.79526007023648
139.68728312804427	189.865503624125
143.03961770529958	203.9905042754778
144.18758500447439	204.0549201276563
145.12791565314072	204.10768487113543
145.13980194611506	204.10835184631125
145.18688857107415	204.11099401658484
145.37782484907572	204.12170801781824
148.2228074571639	204.28134843550671
148.68681658583174	204.30738536483668
148.72160512770415	188.82846305314737
149.14506274013073	188.7798547874477
149.29807437903054	188.762290738106
150.0930276565013	188.67103886543643
150.30365062711746	204.3981107214522
150.39904467176342	188.6359114856233
150.5357574061653	204.41113492168816
150.94691544309035	204.4342062194051
150.9910103360914	495.06050131235935
151.25557885437627	204.45152623948633
151.647725984468	204.47353077879885
152.38749682269417	494.053138808889
152.9432644217551	188.34386310586405
152.96399486445029	204.54739053217426
153.01173042765595	188.3360039631575
153.199058140807	493.64683645881667
153.27335811000586	188.30597198941362
154.14125523493982	188.20634696719
154.35305722250348	493.069095099772
156.09402840700034	187.98219013445595
156.47886482991757	204.74462031762624
157.21292108487978	491.6373247797272
158.107100737246	204.83598546678473
158.13835011563947	204.83773896215058
158.7042592763196	187.68256440590608
159.42810126016755	490.52831072131204
160.75193074313478	204.98439472793618
161.454631156653	187.36685203420964
161.5900879545965	472.0875384675267
161.64152520127183	205.0343125131861
161.93703826530748	205.05089462825455
162.02934922258052	471.7124570062797
162.35582610406948	473.0320482145243
162.71615492977958	187.22204301212315
162.78354332979276	187.21430756669298
162.87619061310488	473.67389863181626
163.133939806032	471.8685585812008
163.21417904295794	474.0907948862191
163.21620835465984	187.16464239154791
163.23606464754195	495.09833722747254
163.23848352126495	471.8833327779398
163.30475084159346	205.12764104010796
163.89776334276274	471.9765026998922
163.96488711607432	205.16468324567006
164.8761097169971	495.1034047922584
164.90458863761793	472.1187880104425
165.00185258210573	495.1037933243343
165.11356840114183	151.43274714440287
165.19086804717588	151.6298794552576
165.19932996988018	472.16044107796796
165.2042294979056	151.66395430286502
165.20503030294392	151.66599654439972
165.25314846219885	151.7887091881784
165.3983260135157	152.15894615100623
165.40527416994678	495.105039854122
165.41919527436747	152.21216768342725
165.5288922619227	152.49192084867497
165.564705891648	152.58325404293998
165.57800215398387	152.61716264478332
165.86470410458492	153.34832017199398
165.9506803874893	153.56757995127126
166.02809013560068	153.76499304836554
166.07610448909543	153.88744096299683
166.10013525428406	153.94872507639565
166.10749516325086	153.96749457841474
166.23070731440697	151.73047008246752
166.26422599309078	154.3671951236785
166.3018033857708	151.7511289664474
166.33319851096545	477.93799028928987
166.5925756264852	155.2045640551068
166.6065608635871	155.24022970494087
166.61971012992612	151.84350535825
166.66962075748415	155.4010472926527
166.81865377244205	155.78111659619572
166.83303686362785	155.81779686768684
167.08764436131383	156.46710597781708
167.14237268484536	472.43503334091963
167.18302683297574	156.71035375472746
167.2988717985248	157.005785712456
167.36625881456905	157.17763848120677
167.3969788079646	157.2559817026599
167.4565560844885	152.0866735552081
167.59996786928718	157.77365163764406
167.72063266483156	158.0813752975168
167.8048187314176	158.29606960336858
167.84176066502405	158.39028023838324
168.01959921172613	486.227038925267
168.03458648650184	158.88203151708404
168.22504092216468	159.36773520320693
168.25940325147786	205.40566129160842
168.45785078556673	480.55867045746845
168.52456162463636	160.1315835680628
168.56959141743278	160.24642014968637
168.67442331363236	160.51376618565652
168.71510590262787	160.6175163732926
169.0192408561599	161.39313216556977
169.26921189397376	162.03061721057594
169.4225888074935	481.7486392028368
169.50227423695617	162.62498109970784
169.5711448553626	186.43516573824024
169.78468687920426	163.34519987996475
